"Nombre o título  de la categoría de información","Subcategorías","Nombre o título de la información","Idioma","Medio de conservación y/o soporte","Formato","Calificación","Fecha de generación de la información","Nombre del responsable de la producción de la información","Nombre del responsable de la información","Objetivo legítimo de la excepción","Fundamento constitucional o legal","Fundamento jurídico de la excepción","Excepción total o parcial","Fecha de la calificación","Plazo de clasificación o reserva"
"Planes","Planes de Contingencias Ambientales","Planes de Contingencias Ambientales","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes de Gestión Integral de Residuos Peligrosos","Planes de Gestión Integral de Residuos Peligrosos","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes de Gestión Integral de Residuos Solidos","Planes de Gestión Integral de Residuos Solidos","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes de Inspección de Equipos","Planes de Inspección de Equipos","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Planes","Planes de Inspecciones Locativas","Planes de Inspecciones Locativas","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Planes","Planes de Saneamiento","Planes de Saneamiento","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes de Transferencias Documentales","Planes de Transferencias Documentales","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Programas Institucionales de Gestión Ambiental","Programas Institucionales de Gestión Ambiental","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Programas de Manejo Integral de Residuos Ordinarios, Aprovechables y Peligrosos","Programas de Manejo Integral de Residuos Ordinarios, Aprovechables y Peligrosos","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Programas Mantenimiento de Equipos","Programas Mantenimiento de Equipos","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Planes","Programas Mantenimiento de Instalaciones","Programas Mantenimiento de Instalaciones","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Planes","Programas Movilidad Sostenible","Programas Movilidad Sostenible","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Programas Negocios Verdes","Programas Negocios Verdes","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Programas de Saneamiento Básico","Programas de Saneamiento Básico","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Programas Uso Eficiente de la Energía Eléctrica","Programas Uso Eficiente de la Energía Eléctrica","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Programas Uso Eficiente del Papel","Programas Uso Eficiente del Papel","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Programas Uso Eficiente del Recurso Hídrico","Programas Uso Eficiente del Recurso Hídrico","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","Dirección Administrativa y Financiera - Grupo Gestión Administrativa","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes Anuales de Auditoría","Planes Anuales de Auditoría","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Oficina de Control Interno","Oficina de Control Interno","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes Estratégicos de Seguridad Vial","Planes Estratégicos de Seguridad Vial","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes de Prevención y Respuesta ante Emergencias","Planes de Prevención y Respuesta ante Emergencias","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes de Seguridad Física","Planes de Seguridad Física","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes de Seguridad y Salud en el Trabajo","Planes de Seguridad y Salud en el Trabajo","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes de Recuperación de Desastres Tecnológicos","Planes de Recuperación de Desastres Tecnológicos","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo de Gestión TICs","Grupo de Gestión TICs","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Planes","Planes de Innovación","Planes de Innovación","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Oficina de Planeación, Innovación y Desarrollo/Grupo Proyectos e Innovación","Oficina de Planeación, Innovación y Desarrollo/Grupo Proyectos e Innovación","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Planes","Planes Estratégicos de Mercadeo","Planes Estratégicos de Mercadeo","Español","Físico/Digital","Documento de texto","CLASIFICADA","Anual","Dirección Promoción y Venta","Dirección Promoción y Venta","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Políticas","Políticas","Políticas","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Oficina de Planeación, Innovación y Desarrollo/Comunicaciones","Oficina de Planeación, Innovación y Desarrollo/Comunicaciones","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Procedimiento","Procedimientos","Procedimientos","Español","Digital","Documento de texto","CLASIFICADA","Según requerimiento","Todas las dependencias","Oficina de Planeación, Innovación y Desarrollo","SI","Artículo 18 LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial 
Los protegidos por el secreto comercial o industrial, así como los planes estratégicos de las empresas públicas de servicios públicos.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Procesos","Procesos Judiciales","Procesos Judiciales","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Grupo Asesor Jurídico","Grupo Asesor Jurídico","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Procesos","Procesos Disciplinarios","Procesos Disciplinarios","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Grupo Unidad de Control Interno Disciplinario","Grupo Unidad de Control Interno Disciplinario","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personales","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Procesos","Procesos Aduaneros y de Régimen Franco","Procesos Aduaneros y de Régimen Franco","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Dirección Logística Aeronáutica  / Grupo Comercio Exterior","Dirección Logística Aeronáutica  / Grupo Comercio Exterior","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Programa","Programas de Calibración y Mantenimiento de Equipos y Herramientas","Programas de Calibración y Mantenimiento de Equipos y Herramientas","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Dirección de Prestación del Servicio","Oficina de Planeación, Innovación y Desarrollo/Grupo Proyectos e Innovación - Dirección de Prestación del Servicio","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Programa","Programas de Mantenimiento de Aeronaves","Programas de Mantenimiento de Aeronaves","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Dirección de Prestación del Servicio","Oficina de Planeación, Innovación y Desarrollo/Grupo Proyectos e Innovación - Dirección de Prestación del Servicio","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Programa","Programa de auditoría","Programa de auditoría","Español","Físico/Digital","Documento de texto","PUBLICABLE","Anual","Oficina de Planeación, Innovación y Desarrollo/Grupo Aseguramiento de la Calidad","Oficina de Planeación, Innovación y Desarrollo/Grupo Aseguramiento de la Calidad","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Programas","Programas de Seguridad de la Información","Programas de Seguridad de la Información","Español","Físico/Digital","Documento de texto","CLASIFICADA","Anual","Grupo de Gestión TICs","Grupo de Gestión TICs","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Programas","Programas de Certificación y Coordinación","Programas de Certificación y Coordinación","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección de Producción / Gupo Diseño y Dessarollo","Dirección de Producción / Gupo Diseño y Dessarollo","SI","DECRETO 410 DE 1971 Art. 61","Los libros y papeles del comerciante no podrán examinarse por personas distintas de sus propietarios o personas autorizadas para ello, sino para los fines indicados en la Constitución Nacional y mediante orden de autoridad competente.  Los datos referentes a la información financiera y comercial, en los términos de la Ley Estatutaria 1266 de 2008","TOTAL","2023 Jan 02 12:00:00 AM","15 años"
"Programas","Programas de Capacitación en Promoción y Prevención","Programas de Capacitación en Promoción y Prevención","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Programas","Programas de Prevención y Protección contra Caídas de Alturas","Programas de Prevención y Protección contra Caídas de Alturas","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Programas","Programas de Seguridad Física","Programas de Seguridad Física","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Programas","Programas de Seguridad y Salud en el Trabajo","Programas de Seguridad y Salud en el Trabajo","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Programas","Programas de Vigilancia Epidemiológica","Programas de Vigilancia Epidemiológica","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Programas","Programas de Capacitación y Entrenamiento del Personal Aeronáutica Civil Regulados","Programas de Capacitación y Entrenamiento del Personal Aeronáutica Civil Regulados","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Centro de Entrenamiento","Centro de Entrenamiento","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Programas","Programas de Capacitación y Entrenamiento del Personal FFAA","Programas de Capacitación y Entrenamiento del Personal FFAA","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Centro de Entrenamiento","Centro de Entrenamiento","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Programas","Programas de Capacitación y Entrenamiento Militares","Programas de Capacitación y Entrenamiento Militares","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Centro de Entrenamiento","Centro de Entrenamiento","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Programas","Programas de Capacitación y Entrenamiento No Regulados","Programas de Capacitación y Entrenamiento No Regulados","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Centro de Entrenamiento","Centro de Entrenamiento","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Programas","Programas de Capacitación y Entrenamiento Objetos Virtuales de Aprendizaje","Programas de Capacitación y Entrenamiento Objetos Virtuales de Aprendizaje","Español","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Centro de Entrenamiento","Centro de Entrenamiento","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Proyectos","Proyectos de Inversión","Proyectos de Inversión","Español","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Oficina de Planeación, Innovación y Desarrollo/Grupo Proyectos e Innovación","Oficina de Planeación, Innovación y Desarrollo/Grupo Proyectos e Innovación","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Registros","Registros de Control de Seguridad Física","Registros de Control de Seguridad Física","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Registros","Registros de Entrega de Elementos","Registros de Entrega de Elementos","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Registros","Registros de Inspecciones de Seguridad y Salud en el Trabajo","Registros de Inspecciones de Seguridad y Salud en el Trabajo","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Registros","Registros de Proveedores","Registros de Proveedores","Español","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Dirección Logística Aeronáutica  / Grupo Gestión Contractual","Dirección Logística Aeronáutica  / Grupo Gestión Contractual","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de personal que obren en los archivos de las instituciones públicas o privadas, así como la historia clínica.
Los amparados por el secreto profesional.","TOTAL","2023 Jan 02 12:00:00 AM","Ilimitado"
"Registros","Registros de Inspecciones de Instalaciones","Registros de Inspecciones de Instalaciones","ESPAÑOL","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Registros","Registros de Inspecciones de Seguridad Operacional","Registros de Inspecciones de Seguridad Operacional","ESPAÑOL","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Registros","Registros de Inspecciones de Vehículos","Registros de Inspecciones de Vehículos","ESPAÑOL","Físico/Digital","Documento de texto","PUBLICABLE","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","N/A","N/A","N/A","N/A","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Registros","Registros de Inspecciones de Aeronaves","Registros de Inspecciones de Aeronaves","ESPAÑOL","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Grupo Seguridad Integral","Grupo Seguridad Integral","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Registros","Registros de mantenimiento NDT","Registros de mantenimiento NDT","ESPAÑOL","Físico/Digital","Documento de texto","RESERVADA","Según requerimiento","Oficina de Control Calidad","Oficina de Control Calidad","SI","Artículo 18, 19  LEY 1712 DE 2014, DECISION 486 DE 200 CAN ART. 260,261,262","Secreto comercial, industrial y profesional. Licencias de explotación comercial, información de mantenimiento de aviación de estado por daño a intereses públicos, Las instrucciones en materia diplomática o sobre negociaciones reservadas.","TOTAL","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
"Registros","Registros y Solicitudes de Servicios Informáticos","Registros y Solicitudes de Servicios Informáticos","ESPAÑOL","Físico/Digital","Documento de texto","CLASIFICADA","Según requerimiento","Grupo de Gestión TICs","Grupo de Gestión TICs","SI","Ley 594 de 2000 ,  Ley 1581 de 2012 artículos 3, 5 y 6, Sentencia Corte Constitucional T-220/04, C-274/2013 Ley 1755 de 2015, art 27 Artículo  24.","Información Pública Clasificada, datos semi-privados, privados o sensibles, 
Los que involucren derechos a la privacidad e intimidad de las personas, incluidas en las hojas de vida, la historia laboral y los expedientes pensionales y demás registros de pe","TOTAL","2023 Jan 02 12:00:00 AM","Lo estipulado en la tabla de retención para el tiempo de conservación en el archivo central"
