"DEPARTAMENTO_PRESTACION","MUNICIPIO_PRESTACION","SERVICIO","ESTADO","NOMBRE","DEPARTAMENTO_DOMICILIO","MUNICIPIO_DOMICILIO","DIRECCION","TELEFONO","EMAIL","TIPO_INSCRIPCION","REPRESENTANTE_LEGAL","TIPO_PRESTADOR","CLASIFICACION"
"TOLIMA","IBAGUE","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO LA MARIPOSA DE LA VEREDA CAY PARTE BAJA VILLA MARIA DEL MUNICIPIO DE IBAGUE","TOLIMA","IBAGUE","VEREDA CAY PARTE BAJA  MUNICIPIO DE IBAGUE","2627289","prensa@alcaldiadeibague.gov.co","Registro por la ESP","JOSE REINEL SANCHEZ QUIJANO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"ANTIOQUIA","PUERTO TRIUNFO","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE PUERTO PERALES E.S.P","ANTIOQUIA","PUERTO TRIUNFO","CARRERA 17 No. 19 - 49 PUERTO PERALES","8322326","acuedperales@hotmail.com","Registro por la ESP","XIOMARA ANDREA PORTILLO GOMEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","PUERTO TRIUNFO","ALCANTARILLADO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE PUERTO PERALES E.S.P","ANTIOQUIA","PUERTO TRIUNFO","CARRERA 17 No. 19 - 49 PUERTO PERALES","8322326","acuedperales@hotmail.com","Registro por la ESP","XIOMARA ANDREA PORTILLO GOMEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.","CAUCA","GUACHENE","CALOTO CAUCA VIA GUACHENE","3930300","mzuniga@ingeniolacabana.com","Registro por la ESP","HENRY SANCHEZ CORTEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
"CUNDINAMARCA","EL COLEGIO","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO DE PRADILLA","CUNDINAMARCA","EL COLEGIO","Carrera 3 Nº 3-17","8981310","acueductodepradilla@gmail.com","Registro por la ESP","JOSE JESUS  MARTINEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","SOPO","ACUEDUCTO","OPERATIVA","ACUEDUCTO VEREDAL EL CHUSCAL E.S.P.","CUNDINAMARCA","SOPO","Carrera 3 No. 7 - 38 Sur  Vereda el Chuscal","8789936","espelchuscal@hotmail.com","Registro por la ESP","MARCO FIDEL GOMEZ ZANABRIA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CAICEDONIA","ALCANTARILLADO","OPERATIVA","EMPRESAS PUBLICAS DE CAICEDONIA E.S.P.","VALLE DEL CAUCA","CAICEDONIA","Carrera 16 No  5-37","2161696","gestionsui@egcconsultores.co","Registro por la ESP","EFREN OCTAVIO  RESTREPO VELEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","CAICEDONIA","ASEO","OPERATIVA","EMPRESAS PUBLICAS DE CAICEDONIA E.S.P.","VALLE DEL CAUCA","CAICEDONIA","Carrera 16 No  5-37","2161696","gestionsui@egcconsultores.co","Registro por la ESP","EFREN OCTAVIO  RESTREPO VELEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"CALDAS","ANSERMA","ASEO","OPERATIVA","EMPRESA METROPOLITANA DE ASEO DE OCCIDENTE S.A.  E.S.P.","CALDAS","ANSERMA","CALLE 9 No.4-24","8532028","german.sanchez-loaiza@veolia.com","Registro por la ESP","JUAN CARLOS QUINTERO NARANJO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","TERMOPIEDRAS S.A. E.S.P.","BOGOTA, D.C.","BOGOTA, D.C.","Cra. 16 A No. 80-36","6420412","administrativa@termopiedras.com","Registro por la ESP","JUAN PABLO BOGER GOMEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","SISTEMA INTERCONECTADO NACIONAL"
"VALLE DEL CAUCA","BUGALAGRANDE","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE LOS SERVICIOS PUBLICOS DEL CORREGIMIENTO DE CEILAN MUNICIPIO BUGALAGRANDE","VALLE DEL CAUCA","BUGALAGRANDE","CALLE 6 N° 4 - 34","2012014","servipublicos.ceilan@gmail.com","Registro por la ESP","SILVINO GONZALEZ CASAS","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"VALLE DEL CAUCA","BUGALAGRANDE","ALCANTARILLADO","OPERATIVA","ASOCIACION DE USUARIOS DE LOS SERVICIOS PUBLICOS DEL CORREGIMIENTO DE CEILAN MUNICIPIO BUGALAGRANDE","VALLE DEL CAUCA","BUGALAGRANDE","CALLE 6 N° 4 - 34","2012014","servipublicos.ceilan@gmail.com","Registro por la ESP","SILVINO GONZALEZ CASAS","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CUNDINAMARCA","QUEBRADANEGRA","ACUEDUCTO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE QUEBRADANEGRA","CUNDINAMARCA","QUEBRADANEGRA","PALACIO MUNICIPAL","8408057","dchernandezm7@gmail.com","Registro por la ESP","GERARDO ALVAREZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","QUEBRADANEGRA","ALCANTARILLADO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE QUEBRADANEGRA","CUNDINAMARCA","QUEBRADANEGRA","PALACIO MUNICIPAL","8408057","dchernandezm7@gmail.com","Registro por la ESP","GERARDO ALVAREZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","QUEBRADANEGRA","ASEO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE QUEBRADANEGRA","CUNDINAMARCA","QUEBRADANEGRA","PALACIO MUNICIPAL","8408057","dchernandezm7@gmail.com","Registro por la ESP","GERARDO ALVAREZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"BOGOTA, D.C.","BOGOTA, D.C.","ACUEDUCTO","OPERATIVA","COOPERATIVA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE LA PARCELACION EL JARDIN LIMITADA","BOGOTA, D.C.","BOGOTA, D.C.","Calle 223 No. 54 - 21 Int 1","6762456","coopjardin@yahoo.com","Registro por la ESP","LUIS FELIPE DEL SANTO ANGEL DE VALDENEBRO BUENO","PRESTADORES FUERA DEL ART. 15 LSPD","HASTA 2500 SUSCRIPTORES"
"META","VILLAVICENCIO","ACUEDUCTO","OPERATIVA","SERRAMONTE S.A. ESP","META","VILLAVICENCIO","CLL 15 # 40-01 OF.639 CC Y EMP PRIMAVERA URBANA","6849860","rosiaidee@hotmail.com","Registro por la ESP","RAUL HERNAN GARCIA TORRES","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"META","VILLAVICENCIO","ALCANTARILLADO","OPERATIVA","SERRAMONTE S.A. ESP","META","VILLAVICENCIO","CLL 15 # 40-01 OF.639 CC Y EMP PRIMAVERA URBANA","6849860","rosiaidee@hotmail.com","Registro por la ESP","RAUL HERNAN GARCIA TORRES","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"META","VILLAVICENCIO","ACUEDUCTO","OPERATIVA","CORPORACION COMUNITARIA DE ACUEDUCTO Y ALCANTARILLADO JUNTAS DE ACCION COMUNAL CIUDAD PORFIA","META","VILLAVICENCIO","Cra.45 No. 57-19 Ciudad Porfia","6708241","coaljacipor@hotmail.com","Registro por la ESP","RAFAEL ZAMORA BOLIVAR","ORGANIZACION AUTORIZADA","MAS DE 2500 SUSCRIPTORES"
"META","VILLAVICENCIO","ALCANTARILLADO","OPERATIVA","CORPORACION COMUNITARIA DE ACUEDUCTO Y ALCANTARILLADO JUNTAS DE ACCION COMUNAL CIUDAD PORFIA","META","VILLAVICENCIO","Cra.45 No. 57-19 Ciudad Porfia","6708241","coaljacipor@hotmail.com","Registro por la ESP","RAFAEL ZAMORA BOLIVAR","ORGANIZACION AUTORIZADA","MAS DE 2500 SUSCRIPTORES"
"VICHADA","CUMARIBO","ACUEDUCTO","OPERATIVA","MUNICIPIO DE CUMARIBO","VICHADA","CUMARIBO","CALLE 8 13-37","2329598","serviciospublicosdomiciliarios@cumaribo-vichada.gov.co","Registro por la ESP","JUAN CARLOS CORDERO ROJAS","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"VICHADA","CUMARIBO","ALCANTARILLADO","OPERATIVA","MUNICIPIO DE CUMARIBO","VICHADA","CUMARIBO","CALLE 8 13-37","2329598","serviciospublicosdomiciliarios@cumaribo-vichada.gov.co","Registro por la ESP","JUAN CARLOS CORDERO ROJAS","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"VICHADA","CUMARIBO","ASEO","OPERATIVA","MUNICIPIO DE CUMARIBO","VICHADA","CUMARIBO","CALLE 8 13-37","2329598","serviciospublicosdomiciliarios@cumaribo-vichada.gov.co","Registro por la ESP","JUAN CARLOS CORDERO ROJAS","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"TOLIMA","IBAGUE","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DE ACUEDUCTO Y ALCANTARILLADO BARRIO CHAPETON","TOLIMA","IBAGUE","CR 2 N 2-20 Barrio Chapeton","0000000","acueductochapeton@gmail.com","Registro por la ESP","JOHN LEDO SANABRIA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","EMPRESA ADMINISTRADORA DE SERVICIOS PUBLICOS ACUEDUCTO Y ALCANTARILLADO GOLONDRINAS","VALLE DEL CAUCA","CALI","CORREGIMIENTO GOLONDRINAS","8888499","esaag_1997@yahoo.es","Registro por la ESP","DERNEY GIRALDO QUINTERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","YUMBO","ACUEDUCTO","OPERATIVA","EMPRESA ADMINISTRADORA DE SERVICIOS PUBLICOS ACUEDUCTO Y ALCANTARILLADO GOLONDRINAS","VALLE DEL CAUCA","CALI","CORREGIMIENTO GOLONDRINAS","8888499","esaag_1997@yahoo.es","Registro por la ESP","DERNEY GIRALDO QUINTERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ALCANTARILLADO","OPERATIVA","EMPRESA ADMINISTRADORA DE SERVICIOS PUBLICOS ACUEDUCTO Y ALCANTARILLADO GOLONDRINAS","VALLE DEL CAUCA","CALI","CORREGIMIENTO GOLONDRINAS","8888499","esaag_1997@yahoo.es","Registro por la ESP","DERNEY GIRALDO QUINTERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","YUMBO","ALCANTARILLADO","OPERATIVA","EMPRESA ADMINISTRADORA DE SERVICIOS PUBLICOS ACUEDUCTO Y ALCANTARILLADO GOLONDRINAS","VALLE DEL CAUCA","CALI","CORREGIMIENTO GOLONDRINAS","8888499","esaag_1997@yahoo.es","Registro por la ESP","DERNEY GIRALDO QUINTERO","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","PASCA","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DE SERVICIOS PUBLICOS-MUNICIPIO DE PASCA","CUNDINAMARCA","PASCA","Carrrera 1 No 2-06","7954883","wperezcaicedo@hotmail.com","Registro por la ESP","JENNY KATERIN MORA HORTUA","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","PASCA","ALCANTARILLADO","OPERATIVA","JUNTA ADMINISTRADORA DE SERVICIOS PUBLICOS-MUNICIPIO DE PASCA","CUNDINAMARCA","PASCA","Carrrera 1 No 2-06","7954883","wperezcaicedo@hotmail.com","Registro por la ESP","JENNY KATERIN MORA HORTUA","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","PASCA","ASEO","OPERATIVA","JUNTA ADMINISTRADORA DE SERVICIOS PUBLICOS-MUNICIPIO DE PASCA","CUNDINAMARCA","PASCA","Carrrera 1 No 2-06","7954883","wperezcaicedo@hotmail.com","Registro por la ESP","JENNY KATERIN MORA HORTUA","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","PARATEBUENO","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PARATEBUENO ESP","CUNDINAMARCA","PARATEBUENO","CL 4 8 - 75  CENTRO","6769201","empresaesp@paratebueno-cundinamarca.gov.co","Registro por la ESP","NADIA CATALINA REINA DIAZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","PARATEBUENO","ALCANTARILLADO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PARATEBUENO ESP","CUNDINAMARCA","PARATEBUENO","CL 4 8 - 75  CENTRO","6769201","empresaesp@paratebueno-cundinamarca.gov.co","Registro por la ESP","NADIA CATALINA REINA DIAZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","PARATEBUENO","ASEO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PARATEBUENO ESP","CUNDINAMARCA","PARATEBUENO","CL 4 8 - 75  CENTRO","6769201","empresaesp@paratebueno-cundinamarca.gov.co","Registro por la ESP","NADIA CATALINA REINA DIAZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ACUEDUCTO","OPERATIVA","EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P","VALLE DEL CAUCA","CALI","Avenida 2 N  #10 - 65 Cam Torre Emcali","8993095","alpantoja@emcali.com.co","Registro por la ESP","JUAN DIEGO FLOREZ GONZALEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","CANDELARIA","ACUEDUCTO","OPERATIVA","EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P","VALLE DEL CAUCA","CALI","Avenida 2 N  #10 - 65 Cam Torre Emcali","8993095","alpantoja@emcali.com.co","Registro por la ESP","JUAN DIEGO FLOREZ GONZALEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","PALMIRA","ACUEDUCTO","OPERATIVA","EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P","VALLE DEL CAUCA","CALI","Avenida 2 N  #10 - 65 Cam Torre Emcali","8993095","alpantoja@emcali.com.co","Registro por la ESP","JUAN DIEGO FLOREZ GONZALEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","YUMBO","ACUEDUCTO","OPERATIVA","EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P","VALLE DEL CAUCA","CALI","Avenida 2 N  #10 - 65 Cam Torre Emcali","8993095","alpantoja@emcali.com.co","Registro por la ESP","JUAN DIEGO FLOREZ GONZALEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","CALI","ALCANTARILLADO","OPERATIVA","EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P","VALLE DEL CAUCA","CALI","Avenida 2 N  #10 - 65 Cam Torre Emcali","8993095","alpantoja@emcali.com.co","Registro por la ESP","JUAN DIEGO FLOREZ GONZALEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
"VALLE DEL CAUCA","YUMBO","ALCANTARILLADO","OPERATIVA","EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P","VALLE DEL CAUCA","CALI","Avenida 2 N  #10 - 65 Cam Torre Emcali","8993095","alpantoja@emcali.com.co","Registro por la ESP","JUAN DIEGO FLOREZ GONZALEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MAYOR O IGUAL A 5001 USUARIOS"
,,"ENERGIA ELECTRICA","OPERATIVA","EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P","VALLE DEL CAUCA","CALI","Avenida 2 N  #10 - 65 Cam Torre Emcali","8993095","alpantoja@emcali.com.co","Registro por la ESP","JUAN DIEGO FLOREZ GONZALEZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","SISTEMA INTERCONECTADO NACIONAL"
"RISARALDA","PEREIRA","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE SUSCRIPTORES  DE SERVICIOS PUBLICOS DOMICILIARIOS AQUASAT","RISARALDA","PEREIRA","cr 26 Nº 78-631 san joaquin - cuba","3235197","ACUEDUCTOAQUASAT@GMAIL.COM","Registro por la ESP","WILINTON RODRIGUEZ LOAIZA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"RISARALDA","PEREIRA","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO LA REPRESA CHARCO HONDO","RISARALDA","PEREIRA","Cll 20E No 12b-15","3249717","jairoherrerachavarro@hotmail.com","Registro por la ESP","ROSALBA ALFONSO AMAYA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","SUPATA","ACUEDUCTO","OPERATIVA","OFICINA DE SERVICIOS PÚBLICOS  DOMICIILIARIOS DE ACUEDUCTO,  ALCANTARILLADO Y ASEO DE SUPATA","CUNDINAMARCA","SUPATA","Carrera 7 No 4 - 14","8479520","serviciospublicos@supata-cundinamarca.gov.co","Registro por la ESP","VIRGILIO GUTIERREZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","SUPATA","ALCANTARILLADO","OPERATIVA","OFICINA DE SERVICIOS PÚBLICOS  DOMICIILIARIOS DE ACUEDUCTO,  ALCANTARILLADO Y ASEO DE SUPATA","CUNDINAMARCA","SUPATA","Carrera 7 No 4 - 14","8479520","serviciospublicos@supata-cundinamarca.gov.co","Registro por la ESP","VIRGILIO GUTIERREZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","SUPATA","ASEO","OPERATIVA","OFICINA DE SERVICIOS PÚBLICOS  DOMICIILIARIOS DE ACUEDUCTO,  ALCANTARILLADO Y ASEO DE SUPATA","CUNDINAMARCA","SUPATA","Carrera 7 No 4 - 14","8479520","serviciospublicos@supata-cundinamarca.gov.co","Registro por la ESP","VIRGILIO GUTIERREZ","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","SAN BERNARDO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE DEL MUNICIPIO DE SAN BERNARDO CUNDINAMARCA","CUNDINAMARCA","SAN BERNARDO","CARRERA 5 CALLE 5 CASA DEL CAFE","8680329","adusapsanbernardo@hotmail.com","Registro por la ESP","BERNARDO CUBILLOS  PABON","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOYACA","CAMPOHERMOSO","ACUEDUCTO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DE CAMPOHERMOSO","BOYACA","CAMPOHERMOSO","Carrera 5 No 2 - 23 Palacio Municipal","7500813","obras@campohermoso-boyaca.gov.co","Registro por la ESP","JAIME YESID RODRIGUEZ ROMERO","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"BOYACA","CAMPOHERMOSO","ALCANTARILLADO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DE CAMPOHERMOSO","BOYACA","CAMPOHERMOSO","Carrera 5 No 2 - 23 Palacio Municipal","7500813","obras@campohermoso-boyaca.gov.co","Registro por la ESP","JAIME YESID RODRIGUEZ ROMERO","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"BOYACA","CAMPOHERMOSO","ASEO","OPERATIVA","UNIDAD DE SERVICIOS PUBLICOS DE CAMPOHERMOSO","BOYACA","CAMPOHERMOSO","Carrera 5 No 2 - 23 Palacio Municipal","7500813","obras@campohermoso-boyaca.gov.co","Registro por la ESP","JAIME YESID RODRIGUEZ ROMERO","MUNICIPIO (PRESTACIÓN DIRECTA)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","BETANIA","ACUEDUCTO","OPERATIVA","UNIDAD DESERVICIOS PUBLICOS MUNICIPALES DE BETANIA E.S.P","ANTIOQUIA","BETANIA","CALLE 19 19-67","8435127","secgobierno@betania.gov.co","Registro por la ESP","CARLOS MARIO VILLADA URIBE","MUNICIPIO (PRESTACIÓN DIRECTA)","HASTA 2500 SUSCRIPTORES"
"ANTIOQUIA","BETANIA","ALCANTARILLADO","OPERATIVA","UNIDAD DESERVICIOS PUBLICOS MUNICIPALES DE BETANIA E.S.P","ANTIOQUIA","BETANIA","CALLE 19 19-67","8435127","secgobierno@betania.gov.co","Registro por la ESP","CARLOS MARIO VILLADA URIBE","MUNICIPIO (PRESTACIÓN DIRECTA)","HASTA 2500 SUSCRIPTORES"
"ANTIOQUIA","BETANIA","ASEO","OPERATIVA","UNIDAD DESERVICIOS PUBLICOS MUNICIPALES DE BETANIA E.S.P","ANTIOQUIA","BETANIA","CALLE 19 19-67","8435127","secgobierno@betania.gov.co","Registro por la ESP","CARLOS MARIO VILLADA URIBE","MUNICIPIO (PRESTACIÓN DIRECTA)","HASTA 2500 SUSCRIPTORES"
"CUNDINAMARCA","SIBATE","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO DE LA VEREDA DE USABA LA CANTERA","CUNDINAMARCA","SIBATE","VEREDA USABA - SECTOR LA CANTERA","5299852","aveusibate@hotmail.com","Registro por la ESP","EMILIANO GARZON RAMIREZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NORTE DE SANTANDER","CUCUTILLA","ACUEDUCTO","OPERATIVA","JUNTA PROBIENESTAR SOCIAL DE CUCUTILLA","NORTE DE SANTANDER","CUCUTILLA","AV 3 4 40 KDX 141 BARRIO SOGAMOSO","3133927","aguacucutilla2020@gmail.com","Registro por la ESP","SONIA ISABEL MONTES DURAN","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"CAUCA","CALOTO","ASEO","OPERATIVA","PRO-AMBIENTALES  S.A  E.S.P.","VALLE DEL CAUCA","CALI","Carrera 1 No. 51-60","4463506","pro_ambientales@pro-ambientales.com","Registro por la ESP","JOSE IVAN BURGOS CASTILLO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","CALI","ASEO","OPERATIVA","PRO-AMBIENTALES  S.A  E.S.P.","VALLE DEL CAUCA","CALI","Carrera 1 No. 51-60","4463506","pro_ambientales@pro-ambientales.com","Registro por la ESP","JOSE IVAN BURGOS CASTILLO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","PALMIRA","ASEO","OPERATIVA","PRO-AMBIENTALES  S.A  E.S.P.","VALLE DEL CAUCA","CALI","Carrera 1 No. 51-60","4463506","pro_ambientales@pro-ambientales.com","Registro por la ESP","JOSE IVAN BURGOS CASTILLO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","ALBAN","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE ALBAN","NARINO","ALBAN","Cra. 2da No. 3-09 B/Bello Horizonte","7430008","rekineke@gmail.com","Registro por la ESP","JOSE OLEGARIO MUNOZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","ALBAN","ALCANTARILLADO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE ALBAN","NARINO","ALBAN","Cra. 2da No. 3-09 B/Bello Horizonte","7430008","rekineke@gmail.com","Registro por la ESP","JOSE OLEGARIO MUNOZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","ALBAN","ASEO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE ALBAN","NARINO","ALBAN","Cra. 2da No. 3-09 B/Bello Horizonte","7430008","rekineke@gmail.com","Registro por la ESP","JOSE OLEGARIO MUNOZ","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","SAN BERNARDO","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DE SAN BERNARDO - EMPOSAN  E.S.P.","NARINO","SAN BERNARDO","BARRIO SANTA CRUZ","7264745","alexvive@hotmail.com","Registro por la ESP","OSCAR EMIGDIO RIVERA ERASO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","HASTA 2500 SUSCRIPTORES"
"NARINO","SAN BERNARDO","ALCANTARILLADO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DE SAN BERNARDO - EMPOSAN  E.S.P.","NARINO","SAN BERNARDO","BARRIO SANTA CRUZ","7264745","alexvive@hotmail.com","Registro por la ESP","OSCAR EMIGDIO RIVERA ERASO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","HASTA 2500 SUSCRIPTORES"
"NARINO","SAN BERNARDO","ASEO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DE SAN BERNARDO - EMPOSAN  E.S.P.","NARINO","SAN BERNARDO","BARRIO SANTA CRUZ","7264745","alexvive@hotmail.com","Registro por la ESP","OSCAR EMIGDIO RIVERA ERASO","EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO","HASTA 2500 SUSCRIPTORES"
